bug_id,Solhint_rule_id,Solhint_level,Oyente_rule_id,Oyente_level,HoneyBadger_rule_id,HoneyBadger_level,Osiris_rule_id,Osiris_level,Securify_rule_id,Securify_level,Manticore_rule_id,Manticore_level,SmartCheck_rule_id,SmartCheck_level,Slither_rule_id,Slither_level,Mythril_rule_id,Mythril_level,Maian_rule_id,Maian_level,Conkas_rule_id,Conkas_level,Value
dataset/front_running/ERC20.sol:113,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
dataset/front_running/ERC20.sol:114,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:115,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:116,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:118,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_11,note,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:119,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:120,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:121,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:123,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:124,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:125,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:126,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:127,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:128,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:11,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:12,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:13,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:14,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:16,Ignore_40,error,0,0,0,0,0,0,0,0,Other_2,warning,0,0,0,0,Other_9,note,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:18,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:19,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:21,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,Ignore_12,note,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:22,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:23,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:25,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,Ignore_11,note,0,0,0,0,0,0,True
dataset/front_running/odds_and_evens.sol:26,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_31,warning,Ignore_8,note,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:28,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other_9,note,0,0,0,0,True
dataset/front_running/odds_and_evens.sol:29,Ignore_40,error,0,0,Other_20,warning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:31,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:32,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:34,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,AccessControl_19,error,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:35,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:36,Ignore_40,error,Arithmetic_11,warning,0,0,Arithmetic_7,warning,0,0,0,0,0,0,0,0,Arithmetic_4,warning,0,0,Arithmetic_19,warning,False
dataset/front_running/odds_and_evens.sol:37,Ignore_40,error,0,0,0,0,0,0,AccessControl_17,none,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:38,Ignore_40,error,DenialService_2,warning,0,0,DenialService_1,warning,0,0,0,0,0,0,AccessControl_19,error,UncheckedLowCalls_3,note,0,0,UncheckedLowCalls_9,warning,False
dataset/front_running/odds_and_evens.sol:39,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:41,Ignore_40,error,FrontRunning_6,warning,0,0,Ignore_2,warning,0,0,0,0,0,0,AccessControl_19,error,UncheckedLowCalls_3,note,0,0,UncheckedLowCalls_9,warning,False
dataset/front_running/odds_and_evens.sol:44,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:45,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:46,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:48,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,Ignore_11,note,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:49,Ignore_40,error,0,0,0,0,0,0,AccessControl_17,warning,0,0,Ignore_31,warning,Ignore_8,note,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:50,Ignore_40,error,FrontRunning_6,warning,0,0,Ignore_2,warning,0,0,0,0,0,0,0,0,UncheckedLowCalls_3,note,0,0,UncheckedLowCalls_9,warning,False
dataset/front_running/odds_and_evens.sol:51,Ignore_40,error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/FindThisHash.sol:14,0,0,Arithmetic_11,warning,0,0,0,0,0,0,0,0,Ignore_36,warning,Ignore_11,note,Arithmetic_4,warning,0,0,Arithmetic_19,warning,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:23,0,0,FrontRunning_6,warning,0,0,Ignore_2,warning,0,0,0,0,0,0,0,0,FrontRunning_1,warning,0,0,Reentrancy_14,warning,True
dataset/front_running/eth_tx_order_dependence_minimal.sol:31,0,0,FrontRunning_6,warning,0,0,Ignore_2,warning,0,0,AccessControl_7,warning,0,0,0,0,FrontRunning_1,warning,0,0,FrontRunning_5,warning,True
dataset/front_running/odds_and_evens.sol:40,0,0,0,0,0,0,0,0,AccessControl_17,none,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:24,0,0,0,0,0,0,0,0,Ignore_3,error,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:47,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:15,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:33,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:8,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/FindThisHash.sol:17,0,0,0,0,0,0,0,0,AccessControl_17,error,0,0,Ignore_21,warning,Ignore_8,note,0,0,0,0,0,0,True
dataset/front_running/FindThisHash.sol:9,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/FindThisHash.sol:13,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:22,0,0,0,0,0,0,0,0,AccessControl_17,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:30,0,0,0,0,0,0,0,0,AccessControl_17,none,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:10,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:26,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:11,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:9,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:17,0,0,0,0,0,0,0,0,Ignore_3,warning,0,0,0,0,0,0,0,0,0,0,0,0,False
dataset/front_running/FindThisHash.sol:10,0,0,0,0,0,0,0,0,0,0,Arithmetic_2,warning,0,0,Ignore_12,note,0,0,0,0,0,0,False
dataset/front_running/ERC20.sol:7,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_28,warning,0,0,0,0,0,0,0,0,False
dataset/front_running/odds_and_evens.sol:7,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_28,warning,Ignore_17,note,0,0,0,0,0,0,False
dataset/front_running/FindThisHash.sol:7,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_28,warning,Ignore_17,note,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:7,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_28,warning,Ignore_17,note,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:27,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_38,warning,Ignore_11,note,0,0,0,0,0,0,False
dataset/front_running/FindThisHash.sol:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AccessControl_19,error,AccessControl_13,warning,0,0,Reentrancy_14,warning,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_11,note,0,0,0,0,0,0,False
dataset/front_running/eth_tx_order_dependence_minimal.sol:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ignore_12,note,0,0,0,0,0,0,False
dataset/bad_randomness/random_number_generator.sol:12,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/random_number_generator.sol:18,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/random_number_generator.sol:20,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/random_number_generator.sol:22,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/lottery.sol:38,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/lottery.sol:42,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/blackjack.sol:17,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/blackjack.sol:19,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/blackjack.sol:21,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/lucky_doubler.sol:127,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:523,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:560,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:700,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:702,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:704,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:706,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:708,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:710,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:712,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:714,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:716,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/smart_billions.sol:718,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/guess_the_random_number.sol:15,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/etheraffle.sol:49,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/etheraffle.sol:99,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/etheraffle.sol:101,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/etheraffle.sol:103,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/etheraffle.sol:114,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/etheraffle.sol:158,,,,,,,,,,,,,,,,,,,,,,True
dataset/bad_randomness/old_blockhash.sol:35,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/reentrancy_bonus.sol:28,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol:29,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/reentrancy_insecure.sol:17,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol:38,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31.sol:54,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/spank_chain_payment.sol:426,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/spank_chain_payment.sol:430,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol:54,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol:29,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e.sol:44,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol:54,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol:29,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/modifier_reentrancy.sol:15,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol:38,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol:63,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol:29,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol:63,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol:52,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol:41,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/simple_dao.sol:19,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/reentrance.sol:24,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol:29,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol:55,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/etherbank.sol:21,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/reentrancy_cross_function.sol:24,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol:40,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol:94,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/reentrancy_simple.sol:24,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344.sol:41,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol:54,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/etherstore.sol:27,,,,,,,,,,,,,,,,,,,,,,True
dataset/reentrancy/reentrancy_dao.sol:18,,,,,,,,,,,,,,,,,,,,,,True
dataset/denial_of_service/auction.sol:23,,,,,,,,,,,,,,,,,,,,,,True
dataset/denial_of_service/dos_simple.sol:17,,,,,,,,,,,,,,,,,,,,,,True
dataset/denial_of_service/dos_number.sol:18,,,,,,,,,,,,,,,,,,,,,,True
dataset/denial_of_service/send_loop.sol:24,,,,,,,,,,,,,,,,,,,,,,True
dataset/denial_of_service/dos_address.sol:16,,,,,,,,,,,,,,,,,,,,,,True
dataset/denial_of_service/list_dos.sol:46,,,,,,,,,,,,,,,,,,,,,,True
dataset/denial_of_service/list_dos.sol:48,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/arbitrary_location_write_simple.sol:27,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/multiowned_vulnerable.sol:38,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/wallet_04_confused_sign.sol:30,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/wallet_02_refund_nosub.sol:36,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/phishable.sol:20,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/mycontract.sol:20,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/incorrect_constructor_name2.sol:18,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/incorrect_constructor_name1.sol:20,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/rubixi.sol:23,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/mapping_write.sol:20,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/simple_suicide.sol:12,,,,,,,,,,,,,,,,,,,,,,True
dataset/access_control/unprotected0.sol:25,,,,,,,,,,,,,,,,,,,,,,True
