filename,basename,toolid,toolmode,parser_version,runid,exit_code,findings,infos,errors,fails
samples/unchecked_return_value.sol,unchecked_return_value.sol,securify,solidity,2022/11/17,github,0,"MissingInputValidation,UnhandledException",,,
samples/simple_dao.sol,simple_dao.sol,slither,solidity,2022/11/14,github,6,"external_function,low_level_calls,reentrancy_eth,solc_version",,EXIT_CODE_6,
samples/unchecked_return_value.sol,unchecked_return_value.sol,slither,solidity,2022/11/14,github,4,"external_function,low_level_calls",,EXIT_CODE_4,
samples/simple_dao.sol,simple_dao.sol,smartcheck,solidity,2022/11/14,github,0,"SOLIDITY_CALL_WITHOUT_DATA,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_UPGRADE_TO_050,SOLIDITY_VISIBILITY",,,
samples/unchecked_return_value.sol,unchecked_return_value.sol,smartcheck,solidity,2022/11/14,github,0,"SOLIDITY_CALL_WITHOUT_DATA,SOLIDITY_UNCHECKED_CALL,SOLIDITY_UPGRADE_TO_050",,,
samples/simple_dao.sol,simple_dao.sol,solhint,solidity,2022/11/14,github,1,indent,,EXIT_CODE_1,
samples/unchecked_return_value.sol,unchecked_return_value.sol,solhint,solidity,2022/11/14,github,1,indent,,EXIT_CODE_1,
samples/simple_dao.rt.hex,simple_dao.rt.hex,teether,runtime,2022/11/11,github,0,,Could not exploit any RETURN+CALL,,
samples/unchecked_return_value.rt.hex,unchecked_return_value.rt.hex,teether,runtime,2022/11/11,github,0,,No state-dependent critical path found,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,vandal,runtime,2022/11/17,github,0,"reentrantCall,uncheckedCall",Warning: Deprecated type declaration,,
samples/unchecked_return_value.rt.hex,unchecked_return_value.rt.hex,vandal,runtime,2022/11/17,github,0,"reentrantCall,uncheckedCall",Warning: Deprecated type declaration,,
